Station_Name,Beach_Name,Municipality,County_Name,Incident_Start_Date,Incident_End_Date,Location_Type_Name,Beach_Act_Type_Name,Beach_Reason_Type_Name,Beach_Reason_Type_Desc,Beach_Source_Type_Name,Beach_Source_Type_Desc,Beach_Indicator_Type_Name,Beach_Indicator_Type_Desc,Incident_Additional_Comments
OC0109,Maxon,Point Pleasant Borough,Ocean,07/13/2015,07/14/2015,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Confluent Growth Issue
OC0110,River,Point Pleasant Borough,Ocean,07/25/2007,07/26/2007,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/01/2007,08/02/2007,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/22/2007,08/23/2007,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,07/30/2008,07/31/2008,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/13/2008,08/14/2008,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/21/2009,08/22/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,09/01/2009,09/02/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/17/2011,08/18/2011,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/31/2011,09/01/2011,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,07/22/2012,07/23/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/12/2012,08/13/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,08/13/2012,08/14/2012,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0110,River,Point Pleasant Borough,Ocean,06/30/2015,07/01/2015,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `400`{OC0110 : `400`}
OC0110,River,Point Pleasant Borough,Ocean,07/13/2015,07/14/2015,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Confluent Growth Issue
OC0110,River,Point Pleasant Borough,Ocean,07/25/2017,07/26/2017,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `150`{OC0110 : `150`}
OC0140,Anglesea,Ocean Gate Borough,Ocean,07/05/2006,07/06/2006,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0140,Anglesea,Ocean Gate Borough,Ocean,06/20/2009,06/21/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0140,Anglesea,Ocean Gate Borough,Ocean,08/03/2009,08/04/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0140,Anglesea,Ocean Gate Borough,Ocean,08/12/2009,08/13/2009,River,CONTAM_ADV,CHEM_OIL,,BOAT,,PREEMPT,,
OC0140,Anglesea,Ocean Gate Borough,Ocean,06/24/2012,06/25/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0140,Anglesea,Ocean Gate Borough,Ocean,07/28/2012,07/29/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0140,Anglesea,Ocean Gate Borough,Ocean,08/07/2012,08/08/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0140,Anglesea,Ocean Gate Borough,Ocean,08/02/2016,08/03/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `1060`{OC0140 : `1060`}
OC0119,Wildwood,Ocean Gate Borough,Ocean,07/23/2008,07/24/2008,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0119,Wildwood,Ocean Gate Borough,Ocean,06/20/2009,06/21/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0119,Wildwood,Ocean Gate Borough,Ocean,08/03/2009,08/04/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0119,Wildwood,Ocean Gate Borough,Ocean,08/12/2009,08/13/2009,River,CONTAM_ADV,CHEM_OIL,,BOAT,,PREEMPT,,
OC0119,Wildwood,Ocean Gate Borough,Ocean,08/07/2012,08/08/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0119,Wildwood,Ocean Gate Borough,Ocean,08/12/2012,08/13/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0119,Wildwood,Ocean Gate Borough,Ocean,07/30/2013,07/31/2013,River,CONTAM_ADV,ELEV_BACT,,STORM,,ENTERO,,
OC0119,Wildwood,Ocean Gate Borough,Ocean,07/26/2016,07/27/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `180`{OC0119 : `180`}
OC0119,Wildwood,Ocean Gate Borough,Ocean,08/02/2016,08/03/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `620`{OC0119 : `620`}
OC0119,Wildwood,Ocean Gate Borough,Ocean,07/25/2017,07/26/2017,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `160`{OC0119 : `160`}
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,07/03/2012,07/04/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,07/17/2012,07/18/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,08/07/2012,08/08/2012,Bay,CLOSURE,ELEV_BACT,twn clsd aftr 1st high ct,UNKNOWN,,ENTERO,,
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,06/23/2015,06/24/2015,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `170`{OC0132 : `170`}
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,08/04/2015,08/05/2015,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `760`{OC0132 : `760`}
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,08/11/2015,08/12/2015,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `170`{OC0132 : `170`}
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,08/12/2015,08/13/2015,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `220`{OC0132 : `220` OC0132N1 : `180` OC0132S1 : `220`}
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,06/07/2016,06/08/2016,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `1330`{OC0132 : `1330`}
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,06/08/2016,06/09/2016,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `870`{OC0132 : `870` OC0132N1 : `20` OC0132S1 : `10`}
OC0132,5th Ave Bay Front,Seaside Park Borough,Ocean,07/06/2016,07/07/2016,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `120`{OC0132 : `120`}
OC0115,Summit,Island Heights Borough,Ocean,06/28/2006,06/29/2006,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0115,Summit,Island Heights Borough,Ocean,07/17/2012,07/18/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0115,Summit,Island Heights Borough,Ocean,06/05/2013,06/06/2013,River,CONTAM_ADV,ELEV_BACT,,STORM,,ENTERO,,
OC0115,Summit,Island Heights Borough,Ocean,07/29/2014,07/30/2014,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `160`{OC0115 : `160`}
OC0115,Summit,Island Heights Borough,Ocean,06/16/2015,06/17/2015,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `120`{OC0115 : `120`}
OC0115,Summit,Island Heights Borough,Ocean,08/25/2015,08/26/2015,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `180`{OC0115 : `180`}
OC0115,Summit,Island Heights Borough,Ocean,07/06/2016,07/07/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `120`{OC0115 : `120`}
OC0115,Summit,Island Heights Borough,Ocean,07/26/2016,07/27/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `1200`{OC0115 : `1200`}
OC0115,Summit,Island Heights Borough,Ocean,08/02/2016,08/03/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `320`{OC0115 : `320`}
OC0115,Summit,Island Heights Borough,Ocean,07/06/2017,07/07/2017,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `130`{OC0115 : `130`}
OC0115,Summit,Island Heights Borough,Ocean,07/24/2017,07/25/2017,River,CLOSURE,ELEV_BACT,,STORM,,ENTERO,,
OC0115,Summit,Island Heights Borough,Ocean,07/25/2017,07/26/2017,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `1800`{OC0115 : `1800`}
OC1035,Sheridan,Seaside Heights Borough,Ocean,07/26/2016,07/27/2016,Ocean,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC1035,Sheridan,Seaside Heights Borough,Ocean,07/27/2016,07/28/2016,Ocean,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC1095,Lincoln Ave,Seaside Heights Borough,Ocean,09/05/2012,09/06/2012,Ocean,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC1095,Lincoln Ave,Seaside Heights Borough,Ocean,08/23/2016,08/24/2016,Ocean,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `110`{OC1095 : `110`}
OC0036,Hancock,Seaside Heights Borough,Ocean,06/27/2007,06/28/2007,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,07/11/2007,07/12/2007,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,07/25/2007,07/26/2007,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,08/01/2007,08/02/2007,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,08/08/2007,08/09/2007,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,07/10/2012,07/11/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,07/17/2012,07/18/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,08/07/2012,08/08/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0036,Hancock,Seaside Heights Borough,Ocean,06/07/2016,06/08/2016,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `210`{OC0036 : `210`}
OC0036,Hancock,Seaside Heights Borough,Ocean,07/19/2016,07/20/2016,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `160`{OC0036 : `160`}
OC0036,Hancock,Seaside Heights Borough,Ocean,07/26/2016,07/27/2016,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `260`{OC0036 : `260`}
OC0036,Hancock,Seaside Heights Borough,Ocean,07/27/2016,07/28/2016,Bay,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `270`{OC0036 : `150` OC0036N1 : `270` OC0036S1 : `270`}
OC0036,Hancock,Seaside Heights Borough,Ocean,08/02/2016,08/03/2016,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `120`{OC0036 : `120`}
OC0138,Brooklyn,Lavallette Borough,Ocean,08/14/2012,08/15/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0138,Brooklyn,Lavallette Borough,Ocean,07/13/2015,07/14/2015,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Confluent Growth Issue
OC0138,Brooklyn,Lavallette Borough,Ocean,08/02/2016,08/03/2016,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `200`{OC0138 : `200`}
OC0023,Reese Ave,Lavallette Borough,Ocean,06/26/2012,06/27/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0023,Reese Ave,Lavallette Borough,Ocean,07/17/2012,07/18/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0023,Reese Ave,Lavallette Borough,Ocean,08/07/2012,08/08/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0023,Reese Ave,Lavallette Borough,Ocean,08/14/2012,08/15/2012,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0023,Reese Ave,Lavallette Borough,Ocean,07/14/2015,07/15/2015,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `128`{OC0023 : `128`}
OC0023,Reese Ave,Lavallette Borough,Ocean,07/28/2015,07/29/2015,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `300`{OC0023 : `300`}
OC0023,Reese Ave,Lavallette Borough,Ocean,08/15/2017,08/16/2017,Bay,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `120`{OC0023 : `120`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,06/26/2009,06/27/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/23/2009,07/24/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/24/2009,07/25/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/25/2009,07/26/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/26/2009,07/27/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/27/2009,07/28/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,06/24/2012,06/25/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,06/27/2012,06/28/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/21/2012,07/22/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/28/2012,07/29/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/31/2012,08/01/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,08/07/2012,08/08/2012,River,CLOSURE,ELEV_BACT,twn clsd aftr 1st high ct,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,08/08/2012,08/09/2012,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,08/12/2012,08/13/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,08/16/2012,08/17/2012,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/30/2013,07/31/2013,River,CONTAM_ADV,ELEV_BACT,,STORM,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,06/03/2014,06/04/2014,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `370`{OC0118 : `370`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,06/30/2015,07/01/2015,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `180`{OC0118 : `180`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/01/2015,07/02/2015,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `200`{OC0118 : `90` OC0118E1 : `70` OC0118W1 : `200` OC0118E2 : `` OC0118W2 : `` OC0118E3 : `` OC0118W3 : ``}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/02/2015,07/03/2015,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `120`{OC0118 : `120` OC0118E1 : `40` OC0118W1 : `80` OC0118E2 : `` OC0118W2 : `N/A` OC0118E3 : `` OC0118W3 : ``}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/03/2015,07/04/2015,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `210`{OC0118 : `210` OC0118E1 : `120` OC0118W1 : `150`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/04/2015,07/05/2015,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `110`{OC0118 : `70` OC0118E1 : `60` OC0118W1 : `110`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,06/07/2016,06/08/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `230`{OC0118 : `230`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/26/2016,07/27/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `580`{OC0118 : `580`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/27/2016,07/28/2016,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `180`{OC0118 : `120` OC0118E1 : `160` OC0118W1 : `180`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,08/02/2016,08/03/2016,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `740`{OC0118 : `740`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,08/03/2016,08/04/2016,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `280`{OC0118 : `260` OC0118E1 : `280` OC0118W1 : `230`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,08/04/2016,08/05/2016,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `120`{OC0118 : `120` OC0118E1 : `40` OC0118W1 : `30`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/24/2017,07/25/2017,River,CLOSURE,ELEV_BACT,,STORM,,ENTERO,,
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/25/2017,07/26/2017,River,CONTAM_ADV,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Advisory: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `920`{OC0118 : `920`}
OC0118,West Beach Avon Rd,Pine Beach Borough,Ocean,07/26/2017,07/27/2017,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,Automated Closure: This beach (and/or its bracket stations) had a verified result that was over the WQSE Value `104`. Highest Result Measure: `220`{OC0118 : `120` OC0118E1 : `220` OC0118W1 : `160`}
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,07/06/2005,07/07/2005,River,CLOSURE,ELEV_BACT,Beachwood Beach West,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/28/2006,06/29/2006,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,08/09/2006,08/10/2006,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,08/16/2006,08/17/2006,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,08/30/2006,08/31/2006,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,08/01/2007,08/02/2007,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,08/22/2007,08/23/2007,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/18/2008,06/19/2008,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,07/02/2008,07/03/2008,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/21/2009,06/22/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/22/2009,06/23/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/23/2009,06/24/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/24/2009,06/25/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/25/2009,06/26/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/26/2009,06/27/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,06/29/2009,06/30/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,07/26/2009,07/27/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
OC0116,Beachwood Beach West,Beachwood Borough,Ocean,07/27/2009,07/28/2009,River,CLOSURE,ELEV_BACT,,UNKNOWN,,ENTERO,,
